DATE_TIME	OPEN	HIGH	LOW	CLOSE	VOLUME	SPREAD
2023.03.14 00:00	3866.50000	3937.70000	3853.70000	3921.60000	0	20
2023.03.15 00:00	3919.60000	3929.60000	3831.10000	3892.50000	0	20
2023.03.16 00:00	3890.70000	3966.00000	3862.60000	3962.50000	0	20
2023.03.17 00:00	3959.20000	3975.70000	3900.60000	3914.90000	0	20
2023.03.20 00:00	3933.60000	3957.10000	3865.50000	3954.50000	0	20
2023.03.21 00:00	3954.20000	4010.40000	3949.00000	4006.20000	0	20
2023.03.22 00:00	4005.00000	4040.00000	3932.50000	3939.20000	0	20
2023.03.23 00:00	3939.90000	4006.30000	3915.60000	3955.80000	0	20
2023.03.24 00:00	3957.50000	3980.20000	3905.70000	3978.70000	0	20
2023.03.27 00:00	3978.70000	4003.90000	3967.50000	3984.40000	0	20
2023.03.28 00:00	3983.30000	3993.00000	3951.10000	3976.50000	0	20
2023.03.29 00:00	3977.50000	4030.80000	3976.40000	4027.70000	0	20
2023.03.30 00:00	4027.70000	4056.60000	4021.20000	4053.30000	0	20
2023.03.31 00:00	4049.50000	4112.10000	4048.30000	4109.10000	0	20
2023.04.03 00:00	4096.80000	4128.60000	4092.00000	4123.20000	0	0
2023.04.04 00:00	4120.50000	4141.20000	4085.50000	4103.50000	0	20
2023.04.05 00:00	4104.60000	4106.10000	4071.60000	4087.60000	0	20
2023.04.06 00:00	4085.90000	4107.10000	4068.80000	4102.70000	0	20
2023.04.10 00:00	4112.70000	4114.70000	4070.90000	4111.00000	0	20
2023.04.11 00:00	4110.10000	4124.60000	4101.90000	4110.80000	0	20
2023.04.12 00:00	4110.60000	4149.90000	4086.80000	4090.20000	0	20
2023.04.13 00:00	4090.10000	4150.50000	4083.00000	4141.90000	0	20
2023.04.14 00:00	4142.10000	4162.60000	4112.50000	4146.30000	0	20
2023.04.17 00:00	4149.30000	4154.80000	4122.70000	4151.30000	0	20
2023.04.18 00:00	4151.50000	4172.50000	4139.50000	4153.80000	0	20
2023.04.19 00:00	4153.20000	4163.30000	4125.80000	4149.20000	0	20
2023.04.20 00:00	4148.10000	4149.10000	4114.20000	4130.90000	0	20
2023.04.21 00:00	4131.00000	4138.90000	4112.90000	4131.00000	0	20
2023.04.24 00:00	4129.70000	4141.70000	4110.90000	4134.80000	0	20
2023.04.25 00:00	4135.00000	4136.70000	4070.70000	4087.70000	0	20
2023.04.26 00:00	4089.20000	4095.60000	4049.00000	4064.80000	0	20
2023.04.27 00:00	4065.70000	4147.10000	4061.00000	4139.10000	0	20
2023.04.28 00:00	4131.90000	4174.20000	4112.10000	4170.90000	0	20
2023.05.01 00:00	4172.70000	4187.30000	4159.70000	4160.40000	0	20
2023.05.02 00:00	4158.90000	4172.70000	4087.90000	4116.00000	0	20
2023.05.03 00:00	4115.40000	4149.40000	4078.00000	4079.50000	0	20
2023.05.04 00:00	4072.20000	4100.70000	4046.90000	4059.20000	0	20
2023.05.05 00:00	4063.90000	4147.60000	4062.40000	4132.90000	0	20
2023.05.08 00:00	4136.60000	4144.90000	4122.80000	4136.70000	0	20
2023.05.09 00:00	4135.80000	4137.80000	4115.90000	4119.80000	0	20
2023.05.10 00:00	4119.30000	4157.90000	4098.40000	4138.20000	0	20
2023.05.11 00:00	4137.80000	4153.20000	4106.80000	4132.20000	0	20
2023.05.12 00:00	4130.90000	4150.50000	4098.70000	4118.50000	0	20
2023.05.15 00:00	4120.60000	4142.30000	4109.50000	4134.80000	0	20
2023.05.16 00:00	4134.40000	4137.50000	4106.90000	4114.30000	0	20
2023.05.17 00:00	4112.80000	4165.70000	4108.80000	4157.00000	0	20
2023.05.18 00:00	4157.20000	4202.40000	4146.50000	4201.50000	0	20
2023.05.19 00:00	4201.80000	4213.80000	4178.80000	4185.30000	0	20
2023.05.22 00:00	4179.70000	4208.80000	4178.30000	4194.60000	0	20
2023.05.23 00:00	4194.50000	4209.90000	4141.50000	4147.40000	0	20
2023.05.24 00:00	4147.80000	4154.70000	4103.10000	4139.90000	0	20
2023.05.25 00:00	4143.20000	4166.40000	4122.20000	4149.80000	0	20
2023.05.26 00:00	4148.90000	4212.70000	4137.00000	4210.80000	0	20
2023.05.29 00:00	4229.50000	4230.50000	4211.60000	4216.50000	0	20
2023.05.30 00:00	4217.50000	4234.10000	4192.10000	4206.40000	0	20
2023.05.31 00:00	4204.50000	4208.40000	4165.80000	4180.70000	0	20
2023.06.01 00:00	4181.20000	4232.30000	4170.60000	4224.40000	0	20
2023.06.02 00:00	4224.60000	4290.50000	4221.40000	4281.90000	0	20
2023.06.05 00:00	4284.00000	4299.10000	4266.60000	4273.40000	0	20
2023.06.06 00:00	4273.10000	4288.70000	4261.90000	4286.10000	0	20
2023.06.07 00:00	4286.00000	4298.60000	4263.50000	4267.90000	0	20
2023.06.08 00:00	4267.80000	4298.00000	4256.40000	4293.80000	0	20
2023.06.09 00:00	4293.10000	4322.40000	4279.60000	4301.80000	0	20
2023.06.12 00:00	4304.50000	4343.40000	4301.80000	4342.90000	0	20
2023.06.13 00:00	4342.00000	4375.50000	4334.70000	4370.80000	0	20
2023.06.14 00:00	4368.00000	4391.80000	4336.70000	4376.80000	0	20
2023.06.15 00:00	4374.40000	4440.10000	4346.30000	4420.80000	0	20
2023.06.16 00:00	4422.50000	4447.50000	4405.90000	4413.70000	0	20
2023.06.19 00:00	4416.20000	4418.10000	4398.60000	4403.00000	0	20
2023.06.20 00:00	4405.30000	4406.50000	4367.00000	4386.20000	0	20
2023.06.21 00:00	4387.10000	4393.50000	4359.70000	4365.80000	0	20
2023.06.22 00:00	4366.90000	4384.40000	4348.80000	4382.90000	0	20
2023.06.23 00:00	4383.60000	4383.70000	4340.60000	4346.70000	0	20
2023.06.26 00:00	4349.90000	4362.20000	4328.10000	4334.20000	0	20
2023.06.27 00:00	4336.50000	4384.40000	4331.00000	4374.20000	0	20
2023.06.28 00:00	4374.90000	4390.80000	4359.40000	4382.40000	0	20
2023.06.29 00:00	4383.40000	4398.90000	4370.30000	4397.20000	0	20
2023.06.30 00:00	4395.90000	4458.60000	4394.00000	4443.00000	0	20
2023.07.03 00:00	4449.90000	4456.70000	4441.70000	4454.30000	0	20
2023.07.04 00:00	4451.70000	4456.40000	4449.10000	4452.90000	0	20
2023.07.05 00:00	4453.00000	4455.50000	4429.30000	4445.30000	0	20
2023.07.06 00:00	4446.20000	4446.20000	4383.90000	4409.20000	0	20
2023.07.07 00:00	4407.00000	4440.80000	4395.90000	4402.20000	0	20
2023.07.10 00:00	4403.20000	4413.20000	4376.90000	4410.20000	0	20
2023.07.11 00:00	4410.70000	4443.90000	4404.20000	4438.00000	0	20
2023.07.12 00:00	4436.90000	4488.50000	4436.20000	4475.40000	0	20
2023.07.13 00:00	4475.40000	4517.80000	4474.90000	4505.40000	0	20
2023.07.14 00:00	4507.00000	4527.80000	4498.60000	4502.50000	0	20
2023.07.17 00:00	4503.70000	4533.10000	4496.60000	4517.00000	0	20
2023.07.18 00:00	4518.70000	4562.90000	4513.20000	4551.50000	0	20
2023.07.19 00:00	4552.10000	4578.40000	4551.90000	4564.50000	0	20
2023.07.20 00:00	4561.60000	4563.50000	4527.50000	4536.80000	0	20
2023.07.21 00:00	4537.00000	4560.30000	4532.20000	4535.10000	0	20
2023.07.24 00:00	4537.90000	4563.70000	4531.10000	4556.80000	0	20
2023.07.25 00:00	4556.90000	4581.00000	4550.60000	4576.50000	0	20
2023.07.26 00:00	4576.50000	4583.10000	4547.10000	4565.20000	0	20
2023.07.27 00:00	4567.60000	4606.90000	4528.30000	4541.50000	0	20
2023.07.28 00:00	4542.20000	4590.60000	4532.30000	4581.10000	0	20
2023.07.31 00:00	4584.90000	4594.20000	4570.00000	4592.10000	0	20
2023.08.01 00:00	4593.60000	4597.10000	4567.00000	4574.20000	0	20
2023.08.02 00:00	4552.80000	4569.70000	4504.80000	4511.10000	0	20
2023.08.03 00:00	4512.80000	4524.70000	4483.40000	4503.10000	0	20
2023.08.04 00:00	4502.30000	4540.60000	4474.10000	4477.90000	0	20
2023.08.07 00:00	4482.60000	4522.00000	4482.50000	4520.70000	0	20
2023.08.08 00:00	4521.60000	4521.80000	4463.30000	4498.20000	0	20
2023.08.09 00:00	4498.30000	4517.10000	4460.10000	4474.70000	0	20
2023.08.10 00:00	4475.40000	4525.60000	4457.30000	4469.90000	0	20
2023.08.11 00:00	4472.00000	4479.20000	4442.40000	4467.40000	0	20
2023.08.14 00:00	4469.00000	4491.50000	4449.50000	4490.80000	0	20
2023.08.15 00:00	4490.10000	4500.90000	4431.40000	4437.00000	0	20
2023.08.16 00:00	4438.80000	4451.30000	4401.60000	4404.10000	0	20
2023.08.17 00:00	4405.50000	4420.40000	4363.70000	4365.00000	0	20
2023.08.18 00:00	4367.00000	4382.10000	4336.30000	4366.20000	0	20
2023.08.21 00:00	4371.30000	4407.90000	4359.90000	4396.00000	0	20
2023.08.22 00:00	4397.20000	4427.10000	4382.50000	4388.10000	0	20
2023.08.23 00:00	4389.50000	4464.40000	4388.00000	4463.90000	0	20
2023.08.24 00:00	4459.00000	4473.70000	4368.70000	4373.70000	0	20
2023.08.25 00:00	4376.50000	4418.70000	4355.70000	4402.80000	0	20
2023.08.28 00:00	4413.60000	4439.90000	4406.00000	4435.50000	0	20
2023.08.29 00:00	4436.60000	4500.80000	4424.50000	4499.60000	0	20
2023.08.30 00:00	4499.40000	4522.10000	4487.30000	4518.40000	0	20
2023.08.31 00:00	4517.40000	4532.50000	4506.10000	4509.80000	0	20
2023.09.01 00:00	4510.30000	4540.00000	4501.10000	4512.40000	0	20
2023.09.04 00:00	4517.90000	4525.90000	4510.30000	4514.00000	0	20
2023.09.05 00:00	4516.10000	4516.60000	4493.20000	4494.40000	0	20
2023.09.06 00:00	4494.20000	4497.60000	4441.40000	4464.00000	0	20
2023.09.07 00:00	4464.80000	4465.60000	4429.20000	4453.00000	0	20
2023.09.08 00:00	4453.70000	4473.50000	4438.90000	4459.40000	0	20
2023.09.11 00:00	4461.10000	4491.00000	4457.10000	4485.40000	0	20
2023.09.12 00:00	4484.60000	4487.60000	4456.20000	4462.10000	0	20
2023.09.13 00:00	4462.00000	4479.60000	4444.10000	4470.20000	0	20
2023.09.14 00:00	4470.00000	4511.90000	4467.60000	4508.50000	0	20
2023.09.15 00:00	4507.90000	4515.90000	4446.80000	4450.90000	0	20
2023.09.18 00:00	4452.50000	4466.60000	4440.70000	4454.50000	0	20
2023.09.19 00:00	4456.20000	4461.90000	4415.80000	4445.00000	0	20
2023.09.20 00:00	4444.20000	4461.00000	4397.40000	4398.20000	0	20
2023.09.21 00:00	4401.00000	4401.80000	4323.70000	4325.70000	0	20
2023.09.22 00:00	4328.70000	4357.60000	4316.30000	4321.00000	0	20
2023.09.25 00:00	4326.00000	4342.60000	4298.30000	4342.40000	0	20
2023.09.26 00:00	4340.30000	4341.00000	4265.50000	4279.10000	0	20
2023.09.27 00:00	4281.20000	4295.70000	4238.10000	4283.40000	0	20
2023.09.28 00:00	4282.80000	4318.20000	4262.60000	4303.80000	0	20
2023.09.29 00:00	4304.10000	4333.20000	4274.00000	4292.10000	0	20
2023.10.02 00:00	4310.50000	4319.10000	4259.30000	4290.10000	0	20
2023.10.03 00:00	4288.50000	4298.90000	4215.70000	4227.00000	0	20
2023.10.04 00:00	4226.70000	4269.30000	4200.10000	4256.40000	0	20
2023.10.05 00:00	4256.20000	4268.00000	4225.50000	4255.60000	0	20
2023.10.06 00:00	4255.30000	4325.00000	4209.30000	4311.30000	0	20
2023.10.09 00:00	4278.80000	4342.50000	4266.80000	4335.40000	0	20
2023.10.10 00:00	4335.90000	4386.40000	4333.30000	4358.40000	0	20
2023.10.11 00:00	4358.60000	4387.00000	4345.10000	4386.50000	0	20
2023.10.12 00:00	4384.10000	4398.10000	4324.80000	4349.60000	0	20
2023.10.13 00:00	4351.00000	4377.10000	4310.80000	4320.90000	0	20
2023.10.16 00:00	4328.60000	4384.40000	4325.60000	4375.80000	0	20
2023.10.17 00:00	4376.50000	4394.10000	4336.70000	4370.80000	0	20
2023.10.18 00:00	4369.80000	4370.30000	4303.40000	4319.20000	0	20
2023.10.19 00:00	4318.80000	4340.30000	4267.50000	4270.80000	0	20
2023.10.20 00:00	4272.40000	4278.90000	4219.00000	4220.50000	0	20
2023.10.23 00:00	4236.20000	4255.80000	4188.90000	4225.60000	0	20
2023.10.24 00:00	4226.50000	4266.70000	4218.10000	4246.80000	0	20
2023.10.25 00:00	4245.20000	4250.50000	4180.90000	4188.10000	0	20
2023.10.26 00:00	4180.90000	4183.60000	4126.60000	4139.60000	0	20
2023.10.27 00:00	4152.60000	4164.80000	4102.40000	4116.20000	0	20
2023.10.30 00:00	4130.30000	4177.70000	4125.10000	4164.80000	0	20
2023.10.31 00:00	4164.70000	4195.30000	4147.20000	4184.00000	0	20
2023.11.01 00:00	4187.70000	4245.80000	4171.90000	4239.40000	0	20
2023.11.02 00:00	4239.80000	4321.00000	4239.30000	4315.10000	0	20
2023.11.03 00:00	4311.80000	4373.70000	4308.80000	4361.00000	0	20
2023.11.06 00:00	4367.40000	4372.10000	4347.20000	4362.80000	0	20
2023.11.07 00:00	4362.60000	4386.20000	4349.00000	4380.30000	0	20
2023.11.08 00:00	4379.30000	4391.00000	4358.90000	4377.00000	0	20
2023.11.09 00:00	4375.10000	4397.00000	4343.10000	4349.70000	0	20
2023.11.10 00:00	4348.20000	4419.50000	4339.20000	4408.50000	0	20
2023.11.13 00:00	4412.60000	4422.70000	4392.50000	4413.60000	0	20
2023.11.14 00:00	4412.80000	4509.20000	4407.20000	4499.60000	0	20
2023.11.15 00:00	4500.70000	4524.20000	4495.40000	4498.30000	0	20
2023.11.16 00:00	4498.20000	4514.80000	4487.30000	4514.00000	0	20
2023.11.17 00:00	4513.00000	4525.10000	4499.40000	4509.80000	0	20
2023.11.20 00:00	4516.40000	4557.30000	4506.40000	4547.70000	0	20
2023.11.21 00:00	4548.60000	4553.00000	4524.30000	4535.50000	0	20
2023.11.22 00:00	4534.50000	4569.00000	4531.00000	4555.10000	0	20
2023.11.23 00:00	4554.50000	4562.00000	4551.40000	4558.20000	0	20
2023.11.24 00:00	4560.50000	4563.70000	4552.90000	4558.30000	0	20
2023.11.27 00:00	4557.30000	4560.40000	4542.30000	4552.00000	0	20
2023.11.28 00:00	4553.60000	4568.20000	4537.70000	4554.80000	0	20
2023.11.29 00:00	4554.80000	4587.80000	4546.90000	4553.80000	0	20
2023.11.30 00:00	4552.70000	4571.30000	4536.80000	4563.70000	0	20
2023.12.01 00:00	4563.40000	4599.50000	4554.70000	4596.10000	0	20
2023.12.04 00:00	4597.60000	4598.60000	4546.80000	4565.40000	0	20
2023.12.05 00:00	4566.00000	4578.70000	4548.50000	4566.60000	0	20
2023.12.06 00:00	4566.80000	4591.60000	4546.40000	4550.50000	0	20
2023.12.07 00:00	4547.40000	4589.90000	4542.80000	4579.30000	0	20
2023.12.08 00:00	4580.70000	4609.80000	4559.80000	4603.70000	0	20
2023.12.11 00:00	4605.70000	4623.60000	4595.50000	4621.00000	0	20
2023.12.12 00:00	4621.40000	4646.90000	4607.80000	4646.10000	0	20
2023.12.13 00:00	4645.70000	4710.70000	4643.50000	4705.10000	0	20
2023.12.14 00:00	4707.70000	4738.60000	4693.30000	4715.90000	0	20
2023.12.15 00:00	4715.70000	4736.20000	4704.90000	4716.30000	0	20
2023.12.18 00:00	4721.50000	4749.70000	4716.40000	4737.90000	0	20
2023.12.19 00:00	4737.80000	4769.00000	4735.40000	4765.40000	0	20
2023.12.20 00:00	4765.70000	4778.30000	4691.20000	4700.40000	0	20
2023.12.21 00:00	4702.90000	4749.90000	4702.90000	4747.50000	0	20
2023.12.22 00:00	4745.90000	4774.20000	4736.50000	4749.40000	0	20
2023.12.26 00:00	4756.30000	4785.40000	4755.60000	4778.00000	0	20
2023.12.27 00:00	4778.10000	4786.90000	4768.30000	4785.40000	0	20
2023.12.28 00:00	4784.60000	4794.50000	4782.30000	4788.10000	0	20
2023.12.29 00:00	4788.20000	4795.10000	4750.80000	4766.90000	0	20
2024.01.02 00:00	4776.00000	4781.80000	4722.20000	4745.10000	0	20
2024.01.03 00:00	4747.20000	4747.40000	4699.30000	4706.90000	0	20
2024.01.04 00:00	4709.60000	4726.80000	4687.80000	4692.40000	0	20
2024.01.05 00:00	4695.20000	4722.00000	4663.50000	4697.30000	0	20
2024.01.08 00:00	4698.60000	4765.30000	4677.30000	4759.50000	0	20
2024.01.09 00:00	4759.60000	4766.00000	4729.90000	4752.90000	0	20
2024.01.10 00:00	4752.60000	4791.50000	4748.30000	4783.10000	0	20
2024.01.11 00:00	4782.70000	4802.10000	4738.70000	4777.90000	0	20
2024.01.12 00:00	4777.20000	4801.90000	4757.20000	4776.90000	0	20
2024.01.15 00:00	4779.30000	4788.90000	4772.60000	4779.30000	0	20
2024.01.16 00:00	4778.30000	4782.70000	4747.00000	4766.60000	0	20
2024.01.17 00:00	4767.50000	4768.40000	4713.90000	4737.40000	0	20
2024.01.18 00:00	4736.50000	4786.90000	4732.40000	4780.70000	0	20
2024.01.19 00:00	4780.20000	4843.50000	4779.00000	4839.70000	0	20
2024.01.22 00:00	4845.00000	4868.00000	4843.10000	4850.20000	0	20
2024.01.23 00:00	4849.80000	4871.90000	4844.50000	4871.40000	0	20
2024.01.24 00:00	4872.20000	4903.60000	4859.70000	4871.70000	0	20
2024.01.25 00:00	4869.70000	4898.50000	4865.70000	4892.10000	0	20
2024.01.26 00:00	4889.30000	4907.00000	4870.50000	4885.70000	0	20
2024.01.29 00:00	4880.20000	4929.60000	4876.40000	4924.40000	0	20
2024.01.30 00:00	4924.40000	4931.40000	4907.30000	4908.00000	0	20
2024.01.31 00:00	4904.00000	4912.30000	4841.50000	4847.00000	0	20
2024.02.01 00:00	4848.80000	4941.30000	4848.30000	4936.60000	0	20
2024.02.02 00:00	4932.80000	4975.80000	4903.80000	4951.20000	0	20
2024.02.05 00:00	4959.90000	4960.90000	4917.70000	4938.80000	0	20
2024.02.06 00:00	4940.40000	4957.70000	4934.30000	4951.70000	0	20
2024.02.07 00:00	4952.40000	5000.20000	4950.20000	4995.80000	0	20
2024.02.08 00:00	4995.50000	5001.20000	4985.30000	4995.80000	0	20
2024.02.09 00:00	4995.90000	5030.60000	4994.90000	5024.00000	0	20
2024.02.12 00:00	5026.00000	5049.10000	5014.20000	5018.50000	0	20
2024.02.13 00:00	5018.00000	5022.30000	4919.70000	4956.50000	0	20
2024.02.14 00:00	4955.50000	5005.20000	4951.70000	5000.50000	0	20
2024.02.15 00:00	4999.50000	5036.50000	4994.40000	5035.30000	0	20
2024.02.16 00:00	5034.70000	5043.10000	4997.60000	4999.30000	0	20
2024.02.19 00:00	5005.60000	5013.90000	5002.90000	5009.50000	0	20
2024.02.20 00:00	5009.30000	5009.50000	4955.00000	4974.10000	0	20
2024.02.21 00:00	4973.90000	5005.40000	4944.90000	5004.50000	0	20
2024.02.22 00:00	5006.20000	5095.30000	5001.40000	5080.90000	0	20
2024.02.23 00:00	5084.10000	5110.70000	5079.80000	5082.40000	0	20
2024.02.26 00:00	5085.60000	5096.40000	5065.40000	5066.40000	0	20
2024.02.27 00:00	5066.20000	5082.50000	5056.90000	5079.80000	0	20
2024.02.28 00:00	5080.20000	5081.00000	5053.10000	5059.50000	0	20
2024.02.29 00:00	5061.10000	5105.10000	5051.10000	5090.70000	0	20
2024.03.01 00:00	5092.70000	5140.10000	5080.30000	5130.80000	0	20
2024.03.04 00:00	5138.30000	5149.90000	5124.10000	5126.80000	0	20
2024.03.05 00:00	5127.80000	5128.50000	5056.40000	5084.50000	0	20
2024.03.06 00:00	5083.10000	5128.20000	5076.40000	5106.40000	0	20
2024.03.07 00:00	5107.00000	5165.70000	5081.90000	5152.80000	0	20
2024.03.08 00:00	5156.90000	5189.10000	5117.40000	5128.00000	0	20
2024.03.11 00:00	5127.30000	5128.80000	5091.20000	5123.60000	0	20
2024.03.12 00:00	5128.40000	5179.90000	5110.70000	5173.00000	0	20
2024.03.13 00:00	5171.80000	5181.10000	5151.00000	5169.50000	0	20
2024.03.14 00:00	5168.30000	5186.40000	5123.10000	5152.30000	0	20
2024.03.15 00:00	5152.00000	5164.80000	5103.80000	5117.70000	0	20
2024.03.18 00:00	5124.43000	5179.26000	5120.93000	5153.43000	0	20
2024.03.19 00:00	5153.55000	5184.60000	5126.05000	5179.27000	0	20
2024.03.20 00:00	5179.14000	5237.68000	5173.18000	5236.05000	0	20
2024.03.21 00:00	5236.18000	5263.47000	5234.39000	5248.26000	0	20
2024.03.22 00:00	5248.14000	5253.00000	5229.47000	5230.97000	0	20
2024.03.25 00:00	5234.24000	5238.74000	5216.77000	5224.49000	0	20
2024.03.26 00:00	5224.49000	5245.36000	5207.91000	5217.08000	0	20
2024.03.27 00:00	5217.08000	5258.55000	5215.63000	5253.05000	0	20
2024.03.28 00:00	5251.10000	5266.56000	5246.76000	5249.73000	0	20
2024.04.01 00:00	5265.43000	5282.06000	5231.39000	5242.81000	0	20
2024.04.02 00:00	5242.81000	5245.53000	5185.33000	5211.75000	0	20
2024.04.03 00:00	5211.75000	5230.67000	5194.87000	5219.34000	0	20
2024.04.04 00:00	5220.29000	5258.87000	5143.04000	5147.54000	0	0
2024.04.05 00:00	5147.41000	5223.68000	5143.35000	5205.85000	0	20
2024.04.08 00:00	5219.67000	5222.80000	5190.33000	5210.55000	0	20
2024.04.09 00:00	5210.55000	5228.21000	5162.71000	5219.13000	0	20
2024.04.10 00:00	5219.25000	5237.41000	5131.91000	5158.38000	0	20
2024.04.11 00:00	5158.25000	5212.67000	5129.12000	5198.59000	0	20
2024.04.12 00:00	5198.71000	5204.36000	5105.66000	5122.83000	0	20
2024.04.15 00:00	5130.54000	5171.07000	5052.12000	5058.79000	0	20
2024.04.16 00:00	5062.13000	5081.21000	5038.21000	5053.38000	0	20
2024.04.17 00:00	5053.50000	5079.75000	5006.80000	5020.97000	0	20
2024.04.18 00:00	5023.75000	5055.33000	4999.08000	5008.25000	0	20
2024.04.19 00:00	5008.37000	5018.18000	4924.35000	4963.35000	0	20
2024.04.22 00:00	4980.14000	5039.97000	4969.47000	5012.39000	0	20
2024.04.23 00:00	5016.87000	5077.62000	5001.87000	5076.12000	0	20
2024.04.24 00:00	5075.99000	5093.43000	5037.93000	5043.93000	0	20
2024.04.25 00:00	5044.18000	5098.17000	4988.00000	5097.54000	0	20
2024.04.26 00:00	5097.54000	5112.77000	5070.97000	5097.69000	0	20
2024.04.29 00:00	5108.74000	5122.82000	5087.57000	5115.74000	0	20
2024.04.30 00:00	5116.91000	5116.91000	5020.66000	5024.41000	0	20
2024.05.01 00:00	5022.47000	5096.67000	5008.00000	5023.97000	0	20
2024.05.02 00:00	5023.84000	5083.48000	5007.31000	5081.60000	0	20
2024.05.03 00:00	5081.48000	5137.91000	5070.61000	5131.83000	0	20
2024.05.06 00:00	5142.24000	5181.49000	5129.74000	5178.99000	0	20
2024.05.07 00:00	5179.11000	5201.14000	5176.84000	5186.31000	0	20
2024.05.08 00:00	5186.31000	5193.17000	5164.17000	5185.14000	0	20
2024.05.09 00:00	5185.26000	5219.73000	5170.26000	5215.98000	0	20
2024.05.10 00:00	5215.85000	5239.08000	5208.08000	5217.00000	0	20
2024.05.13 00:00	5218.59000	5241.50000	5211.30000	5220.47000	0	20
2024.05.14 00:00	5220.34000	5251.87000	5194.82000	5246.79000	0	20
2024.05.15 00:00	5246.79000	5314.73000	5243.93000	5307.65000	0	20
2024.05.16 00:00	5307.65000	5326.24000	5292.91000	5293.41000	0	20
2024.05.17 00:00	5293.41000	5306.53000	5283.61000	5305.78000	0	20
